S No.,School Code,School Name,State Name,City Name,Address,Email,Phone,PinCode,Description
26453,SCH33663  ,G.D. SOMANI SCHOOL (ICSE ),Maharashtra,Greater Mumbai[Bombay],"G.D. SOMANI MARG, CUFFE PARADE, MUMBAI",NULL,NULL,400005,NULL
26454,SCH33664  ,G.S. SHETTY INTENATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"KUKREJA COMPLEX , VILLAGE  ROAD, BHANDUP (W) MUMBAI",NULL,NULL,4000078,NULL
26455,SCH33665  ,GREEN LAWNS SCHOOL -ICSE ),Maharashtra,Greater Mumbai[Bombay],"WORLI , MUMBAI",NULL,NULL,NULL,NULL
26456,SCH33666  ,GREEN ACRES ACADEMY,Maharashtra,Greater Mumbai[Bombay],"411/2A, HEMU KALANI MARG, SINDHI SOCIETY , BEHIND ACRES  CLUB, CHEMBUR, MUMBAI",NULL,NULL,400071,NULL
26457,SCH33667  ,ST. GREGORIOS HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],CHEMBUR MUMBAI,NULL,NULL,400071,NULL
26458,SCH33668  ,ARYA VIDYA  MANDIR (A.V.M. ),Maharashtra,Bhandara,BANDRA KURLA COMPLEX-BANDRA (W ) -MUMBAI,NULL,NULL,51,NULL
26459,SCH33669  , BAI AVABAI FRAMJI PETIT GIRL`S  HIGH SCHOOL,Maharashtra,Bhandara,"14, PALI HILL, UNION PARK, DR. AMBEDKAR ROAD, BANDRA  MUMBAI (W )--400050  (MAHARASHTRA )",NULL, 022 2648 3018,400050,NULL
26460,SCH33670  ,ANCHORWALA EDUCATION ACADEMY,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-51, SECTOR-14, NEAR MERCHANT GYMKHANA VASHI , NAVI MUMBAI",NULL,NULL,400703,NULL
26461,SCH33671  ,ANANDILAL PODAR SCHOOL ,Maharashtra,Greater Mumbai[Bombay],"SANTA CRUZ, MUMBAI",NULL,NULL,NULL,NULL
26462,SCH33672  ,AMBANI SCHOOL ,Maharashtra,Greater Mumbai[Bombay],"BKC , MUMBAI-- 400098 (MAHARASHTRA )",NULL, 022 4061 7001,400098,NULL
26463,SCH33673  ,AKSHARA HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO1, RSC-12, SECTOR-8, KANDIVALI (WEST), CHARKOP, MUMBAI--400067  (MAHARASHTRA )",NULL,022 2967 4001,400067,NULL
26464,SCH33674  ,ABHAY INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"DR. BABASAHEB AMBEDKAR BHAWAN ROAD NO-2, KANNAMWAR NAGAR-II, VIKHROLI EAST-MUMBAI",NULL,NULL,400083,NULL
26465,SCH33675  ,ARYA VIDYA MANDIR (A.V.M.),Maharashtra,Greater Mumbai[Bombay],JUHI-MUMBAI,NULL,NULL,NULL,NULL
26466,SCH33676  ,ACTIVITY HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SAHNY VILL-2, NAOROJI GAMADIA ROAD, NAPEAN SEA  ROAD, MUMBAI",NULL,NULL,400026,NULL
26467,SCH33677  ,ABHINAVI SCHOOL-(ICSE ),Maharashtra,Greater Mumbai[Bombay],DOMBIVALI MUMBAI,NULL,NULL,NULL,NULL
26468,SCH33678  ,AVALON HEIGHTS  INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-07, SECTOR-19(B)VASHI-NAVI MUMBAI",NULL,NULL,400703,NULL
26469,SCH33679  ,JAMNABAI  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"NARSEE MANJEET BHAWAN , N.S ROAD, 7, J.V.P.D. SCHEME VILLE  PARLE (W )MUMBAI",NULL,NULL,400049,NULL
26470,SCH33680  ,SETH JOGGILAL PODAR SCHOOL,Maharashtra,Greater Mumbai[Bombay],"OPP. UPAVAN TOWER , UPPER GOVIND NAGAR MALAD(E)- MUMBAI",NULL,NULL,NULL,NULL
26471,SCH33681  ,I.E.S. MANIK VIDYA MANDIR  SCHOOL,Maharashtra,Greater Mumbai[Bombay],DADAR-MUMBAI,NULL,NULL,NULL,NULL
26472,SCH33682  ,I.E.S.ORION SCHOOL ,Maharashtra,Greater Mumbai[Bombay],DADAR-MUMBAI,NULL,NULL,14,NULL
26473,SCH33683  ,HINDI VIDYA BHAWAN (H.V.B.) ACADEMY,Maharashtra,Greater Mumbai[Bombay],"79, MARINE DRIVE-MUMBAI",NULL,NULL,400020,NULL
26474,SCH33684  ,FR. JEROME D`SOUZA C/O URBAN COMMUNITY DEVELOPMENT CENTRE,Maharashtra,Bhandara,"PRADEEP PLOT NO-104/B, 14TH ROAD, ,T.PS. -3 BANDRA MUMBAI",NULL,NULL,400050,NULL
26475,SCH33685  ,JANKIDEVI PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],ANDHERI (W) MUMBAI,NULL,NULL,NULL,NULL
26476,SCH33686  ,ST. JOHN`S  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SIDDHARTH NAGAR, BORIVALI MUMBAI",NULL,NULL,NULL,NULL
26477,SCH33687  ,HIRANANDANI FOUNDATION SCHOOL,Maharashtra,Greater Mumbai[Bombay],"HIRNANDANI GARDEN ,POWAI,  MUMBAI--400076 (MAHARASHTRA )",NULL,022 2576 3002,400076,NULL
26478,SCH33688  ,HASANT HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SAIFEE PARK, CHURCH ROAD, MAROL, ANDHERI (E) MUMBAI",NULL,NULL,400059,NULL
26479,SCH33689  ,ST. JOHN`S  UNIVERSAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"S.V ROAD, GOREGAON (W), MUMBAI",NULL,NULL,400104,NULL
26480,SCH33690  ,MATH -MAX INSTITUTE,Delhi,NULL,SHALIMAR BAGH ,,1,110088,NULL
26481,SCH33691  ,JASUDBEN M.L. SCHOOL,Maharashtra,Greater Mumbai[Bombay],"DR. MADHURI SHAH CAMPUS, RAMKRISHNA KISHAN MARG, KHAR(W) MUMBAI",NULL,NULL,400052,NULL
26482,SCH33692  ,"H.M. NANAVATI SCHOOL- EAST,  (NSM SCHOOL) ",Maharashtra,Greater Mumbai[Bombay],"Dixit Cross Road Number 1, kankuwadi, Vile Parle East, Mumbai, Maharashtra 400057",NULL,022-26186530,NULL,NULL
26483,SCH33693  ,J.B PETIT HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"5, MAHARISHI DADHICHI MARG, FORT, MUMBAI",NULL,NULL,400001,NULL
26484,SCH33694  ,JAIPURIAR SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-12, SECTOR-18, OFF PLAM BEACH ROAD, SANPADA, NAVI MUMBAI",NULL,NULL,400706,NULL
26485,SCH33695  ,CHRIST ACADEMY ,Maharashtra,Greater Mumbai[Bombay],"VASHI, NAVI MUMBAI",NULL,NULL,NULL,NULL
26486,SCH33696  ,CATHEDRAL@ JOHN CANNON SCHOOL,Maharashtra,Greater Mumbai[Bombay],"6, PURUSHOTTAM DAS, THAKUR DAS MARG, FORT, MUMBAI",NULL,NULL,400001,NULL
26487,SCH33697  ,CHILDREN`S ACADEMY,Maharashtra,Greater Mumbai[Bombay],"ASHA NAGAR, THAKUR COMPLEX, KANDIVALI, MUMBAI",NULL,NULL,400101,NULL
26488,SCH33698  ,DAFFODILS  HIGH PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],MULUND EAST-MUMBAI,NULL,NULL,400081,NULL
26489,SCH33699  ,CHRIST CHURCH ACADEMY,Maharashtra,Greater Mumbai[Bombay],"CLARE ROAD, BYCULLA , MUMBAI",NULL,NULL,400008,NULL
26490,SCH33700  ,CITY INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"NEAR HEERA PANNA SHOPPING CENTRE ADJACENT TO LOKHANDWALA COMPLEX, OFF LINK ROAD, OSHIWARA ANDHERI (W) MUMBAI",NULL,NULL,400102,NULL
26491,SCH33701  ,EURO KIDS INTERNATIONAL PVT. LTD.,Maharashtra,Greater Mumbai[Bombay],"DANI CORPORATE PARK, FIRST FLOOR, 158, VIDYANAGAR MARG KALINA SANTACRUZ(E), MUMBAI",NULL,NULL,400098,NULL
26492,SCH33702  ,DIAMOND JUBILEE HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"39/43, DIAMOND COMPLEX , NESBIT ROAD, MAZAGAON MUMBAI",NULL,NULL,400010,NULL
26493,SCH33703  ,CHILDREN`S ACADEMY -MALAD,Maharashtra,Greater Mumbai[Bombay],"B.L. MURARKA ROAD,BACHANI NAGAR,  MALAD ( EAST) MUMBAI--400097 (MAHARASHTRA )",NULL,022 2883 5014,400097,NULL
26494,SCH33704  ,CAMPION SCHOOL,Maharashtra,Greater Mumbai[Bombay],"13, COOPERAGE ROAD, MUMBAI",NULL,NULL,400039,NULL
26495,SCH33705  ,FRIEND`S ACADEMY,Maharashtra,Greater Mumbai[Bombay],"554-D, L.B.S. ROAD, MULUND (W) MUMBAI",NULL,NULL,400080,NULL
26496,SCH33706  ,ST. FRANCIS  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"MOUNT POINSUR, S.V.P. ROAD, BORIVALI, MUMBAI",NULL,NULL,400103,NULL
26497,SCH33707  ,CHATRUBHUJ NARSEE MEMORIAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"DADABHAI ROAD, VILE PARLE (W) MUMBAI",NULL,NULL,400056,NULL
26498,SCH33708  ,LOKHANDWALA FOUNDATION SCHOOL & JUNIOR COLLEGE,Maharashtra,Greater Mumbai[Bombay],"LOKHANDWALA TOWNSHIP AKURLI ROAD, KANDIVLI (E) MUMBAI",NULL,NULL,400101,NULL
26499,SCH33709  ,KAPOL VIDYANIDHI INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"MAHAVIR NAGAR, NEAR KAMLA VIHAR SPORTS CLUB KANDIVALI WEST MUMBAI",NULL,NULL,400067,NULL
26500,SCH33710  ,LEARNER`S  ACADEMY ,Maharashtra,Bhandara,"MANGAL AARTI 228, ST. ANDREWS  ROAD, BANDRA (W) MUMBAI",NULL,NULL,400050,NULL
26501,SCH33711  ,K.B PATIL INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"RSC-6, CHARKOP MHADA LAYOUT SCHOOL, PLOT NO-2, NEAR TURZON HILL, SECTOR-8, KANDIVALI (W) MUMBAI",NULL,NULL,400067,NULL
26502,SCH33712  ,LAKSHADHAM HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"YASHODHAM, GOREGAON (E) MUMBAI",NULL,NULL,400053,NULL
26503,SCH33713  ,LILAWATI PODAR SR.SEC. SCHOOL,Maharashtra,Greater Mumbai[Bombay],"TOWER BUILDING ,SARASWATI ROAD, SANTACRUZ (W) MUMBAI",NULL,NULL,400054,NULL
26504,SCH33714  ,KOHINOOR INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"KOHINOOR CITY , KIROLI ROAD, OFF LBS  ROAD, KURLA WEST MUMBAI ",NULL,NULL,400070,NULL
26505,SCH33715  ,KANGARAO KIDS SCHOOL (K.K.E.L.) SCHOOL,Maharashtra,Bhandara,BANDRA- MUMBAI,NULL,NULL,NULL,NULL
26506,SCH33716  ,MANECKJI COOPER EDUCATION TRUST SCHOOL,Maharashtra,Greater Mumbai[Bombay],"JUHU TARA, JUHU, MUMBAI",NULL,NULL,400049,NULL
26507,SCH33717  ,"ST. XAVIER`S HIGH SCHOOL, LOYOLA HALL",Gujarat,Ahmedabad,"NEAR DARPAN SIX RD. , NARAYANPURA, AHMEDABAD",NULL,NULL,380013,NULL
26508,SCH33718  ,ST. MARY SCHOOL,Maharashtra,Greater Mumbai[Bombay],"NESBIT ROAD, MAZAGAON ,MUMBAI",NULL,NULL,400010,NULL
26509,SCH33719  ,ST. MARY`S  HIGH SCHOOL ,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-2, RSC-31, MHADA LAYOUT NEAR VERSOVA TELEPHONE EXCHANGE, ANDHERI (W ) MUMBAI",NULL,NULL,400053,NULL
26510,SCH33720  ,M.S.B. EDUCATIONAL INSTITUTE,Maharashtra,Greater Mumbai[Bombay],"TAHERI MANZIL , NESBIT ROAD, MAZAGAON , MUMBAI",NULL,NULL,400010,NULL
26511,SCH33721  ,MARBLE ARCH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"VITTHALBHAI PATEL ROAD, SHANTIVAN ROAD, NEXT TO OSHIWARA ANDHERI WEST MUMBAI",NULL,NULL,400053,NULL
26512,SCH33722  ,I.E.S MANIK VIDYALAYA,Maharashtra,Bhandara,OPP. LILAVATI HOSPITAL BANDRA (W) MUMBAI,NULL,NULL,400050,NULL
26513,SCH33723  ,ST. MARY`S  ICSE SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-25& 26, SECTOR-10, KOPARKHAIRANE, NAVI MUMBAI",NULL,NULL,400709,NULL
26514,SCH33724  ,MAHATMA GANDHI MISSION SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SECTOR-8, PHASE-II, NERUL(W),NAVI MUMBAI",NULL,NULL,400706,NULL
26515,SCH33725  ,MAHAPRAGYA PUBLIC SCHOOL (ICSE ),Maharashtra,Greater Mumbai[Bombay],"32, DADI SETH, AGAYARI LANE, KALBADEVI, MUMBAI",NULL,NULL,400002,NULL
26516,SCH33726  ,SAS BILLA BONG HIGH INTERNATIONAL  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"90-92, CADEL ROAD, V.S. MARG, MAHIM (W) MUMBAI",NULL,NULL,400016,NULL
26517,SCH33727  ,BALAJI INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"1067, CHINCHOLI BUNDER ROAD, PFF LINK ROAD, MALAD (W ) MUMBAI",NULL,NULL,400064,NULL
26518,SCH33728  ,BEACON HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"K.M COLONY , 18/A, ROAD, KHAR (WEST ) MUMBAI",NULL,NULL,400052,NULL
26519,SCH33729  ,CHANDULAL NANAVATI VINAY MANDIR  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"VALLABHAI ROAD, VILE PARLE WEST-MUMBAI",NULL,NULL,400056,NULL
26520,SCH33730  ,CAMBRIDGE SCHOOL,Maharashtra,Greater Mumbai[Bombay],MUMBAI,NULL,NULL,NULL,NULL
26521,SCH33731  ,BOMBAY INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"GILBERT BUILDING, BABULNATH , 2ND  CROSS, LANE-MUMBAI",NULL,NULL,700007,NULL
26522,SCH33732  ,ZYDUS SCHOOL FOR EXCELLENCE (CBSE ),Gujarat,Godhavi,"NEAR ALKA PARK BUS STOP, VEJALPUR, JIVRAJ PARK, SURVEY NO. 766 & 767, NR. GODHAVI, SANAND-SARKHEJ, BOPAL, AHMEDABAD--382115 (GUJARAT )",NULL,7929702888,382115,NULL
26523,SCH33733  ,BAL BHARTI PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-5, SEC--4, KHARGHAR, MUMBAI",NULL,NULL,410210,NULL
26524,SCH33734  ,BOMBAY SCOTTISH SCHOOL-MAHIM,Maharashtra,Greater Mumbai[Bombay],"VEERSAVARKAR MARG, MAHIM ,MUMBAI",NULL,NULL,400016,NULL
26525,SCH33735  ,BHAKTI VEDANTA SWAMI MISSION SCHOOL,Maharashtra,Greater Mumbai[Bombay],"HARE KRISHNA LAND , JUHU,MUMBAI",NULL,NULL,400049,NULL
26526,SCH33736  ,SHRI BHAIDAS DHARSHIBHAI BHUTA HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SHAHAJI RAJE MARG, UDYAN VIKAS SOCIETY, NAVPADA ,VILE  PARLE  MUMBAI--(MAHARASHTRA  ) ",NULL,2226832218,400057,S
26527,SCH33737  ,N.E.S INTERNATIONAL  PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SWAPNA NAGRI, MALABAR HILL ROAD, MULUND (WEST )-MUMBAI--400082 (MAHARASHTRA )",NULL,2221647743,400082,NULL
26528,SCH33738  ,PRIME ACADEMY,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-281 & 283, B MAROL VILLAGE,OFF MILITARY ROAD, ANDHERI (E) MUMBAI",NULL,NULL,400059,NULL
26529,SCH33739  ,POWAR PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],POWAI CHANDIVALI MUMBAI,NULL,NULL,NULL,NULL
26530,SCH33740  ,RAMNIWAS BAJAJ ENGLISH  HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"S.V ROAD, MALAD (W ) MUMBAI",NULL,NULL,400064,NULL
26531,SCH33741  ,PRECIDENCY SCHOOL,Maharashtra,Bhiwandi Nizampur,BHIWANDI DIST THANE,NULL,NULL,NULL,NULL
26532,SCH33742  ,PRESENTATION CONVENT SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-85, SECTOR-27, SEA WOOD ,NERUL NAVI MUMBAI ",NULL,NULL,400706,NULL
26533,SCH33743  ,OXFORD PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],"THAKUR VILLAGE, KANDIVALI(E ) MUMBAI--400067 (MAHARASHTRA )",NULL,2228672723,400067,NULL
26534,SCH33744  ,PAWAR PUBLIC SCHOOL,Maharashtra,Greater Mumbai[Bombay],"NEAR ANDHRA BANK , KANDIVALI MUMBAI--400067 (MAHARASHTRA )",NULL, 022 2866 1166,400067,NULL
26535,SCH33745  ,PAWAR PUBLIC SCHOOL-BHANDUP,Maharashtra,Greater Mumbai[Bombay],"L.B.S. MARG, NEAR TO CITY MALL BHANDUP (W )MUMBAI",NULL,NULL,400078,NULL
26536,SCH33746  ,PODAR EDUCATION NETWORK,Maharashtra,Greater Mumbai[Bombay],MUMBAI,NULL,NULL,NULL,NULL
26537,SCH33747  ,NORTH POINT  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SECTOR-6, PLOT NO-22/23, NEAR KPERKHAIRANE BUS DEPOT, KOPERKHAIRANE, NAVI MUMBAI",NULL,NULL,400709,NULL
26538,SCH33748  ,QUEEN MARY SCHOOL,Maharashtra,Greater Mumbai[Bombay],"V.P. ROAD, MUMBAI",NULL,NULL,400004,NULL
26539,SCH33749  ,N.M.T. ACADEMY,Maharashtra,Greater Mumbai[Bombay],"3,NAVJIVAN COMMERCIAL CO-OPERTIVE SOCIETY LAMINGTON ROAD,MUMBAI CENTRAL, MUMBAI",NULL,NULL,400008,NULL
26540,SCH33750  ,ST. XAVIER`S HIGH SCHOOL,Gujarat,Ahmedabad,"NR. INDIRA BRIDGE, AHMEDABAD",NULL,NULL,380012,NULL
26541,SCH33751  ,NANAVATI HIGH SCHOOL  (VILLE PARLE -WEST),Maharashtra,Greater Mumbai[Bombay],VILLE PARLE (WEST )  MUMBAI,NULL,12345,NULL,NULL
26542,SCH33752  ,NIRMALA ENGLISH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"C/O NIRMALA MEMORIAL FOUNDATION COLLEGE. 90 FEET ROAD, ASHA NAGAR, THAKUR COMPLEX, KANDIVALI EAST MUMBAI",NULL,NULL,400101,NULL
26543,SCH33753  ,PARLE TILAK VIDYALAYA,Maharashtra,Greater Mumbai[Bombay],"VILLE PARLE, MUMBAI",NULL,NULL,NULL,NULL
26544,SCH33754  ,ST. PETER`S SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SHIVDAS CHAMPSEY MARG, EKTA NAGAR, MAZGAON MUMBAI",NULL,NULL,400010,NULL
26545,SCH33755  ,OMKAR INTERNATIONAL SCHOOL-DOMBIVLI,Maharashtra,Dombivli,"P-74, Milap Nagar, Near Mamta Hospital, Dombivli, Maharashtra  ",NULL,9702934444,421203,NULL
26546,SCH33756  ,RASSAZ  INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"MEERA ROAD, MUMBAI",NULL,NULL,NULL,NULL
26547,SCH33757  ,PAWAR PUBLIC SCHOOL -DOMBIVALI,Maharashtra,Kalyan,"AT. GHESARE TAL. KALYAN, CASA RIO, PALAVA CITY,KALYAN -SHILPHATA ROAD, DOMBIVALI (E ) -421204 , DISTT. THANE (MAHARASHTRA )",NULL,2516699845,421204,NULL
26548,SCH33758  ,NEW CITY INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"7, VASTH VIHAR ROAD, SECTOR-18, KHARGHAR, MUMBAI",NULL,NULL,410210,NULL
26549,SCH33759  ,VIDHYA MEMORIAL SCHOOL,Delhi,Mundka,Uttam Nagar,vsgs@gmail.com,25373069,110059,NULL
26550,SCH33760  ,SHRI LAXMI GIRLS SCHOOL,Delhi,Nangloi Jat,khari baoli,dfggg@gmail.com,9315831531,110006,NULL
26551,SCH33761  ,SADHU SCHOOL,Delhi,Hastsal,Moti bagh,dgg@gmail.com,9958729917,11052,NULL
26552,SCH33762  ,DOON PUBLIC SCHOOL,Delhi,Rajokri,paschim vihar,fdggh@gmail.com,NULL,110063,NULL
26553,SCH33763  ,GOVERNMENT SCHOOL,Delhi,Hastsal,Uttam Nagar,bdbsj@gmail.com,9999993000,110059,NULL
26554,SCH33764  ,KGK HIGH SCHOOL,Telangana,Hyderabad,"BAKARAM MAIN ROAD, GANDHI NAGAR, SBI COLONY, HYDERABAD",,9676763030,500080,NULL
26555,SCH33765  ,WALSINGHAM HOUSE SCHOOL,Maharashtra,Greater Mumbai[Bombay],"LADY JAG MOHAN DAS ROAD, MALABAR HILL MUMBAI ",NULL,NULL,400006,NULL
26556,SCH33766  ,SCHOLAR ACADEMY,Maharashtra,Greater Mumbai[Bombay],"13, HENRY ROAD, APOLLO RECLAMATION, MUMBAI",NULL,NULL,400001,NULL
26557,SCH33767  ,SWAMI  VIVEKANAND INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"RSC-16, GORAI ROAD, MUMBAI",NULL,NULL,400091,NULL
26558,SCH33768  ,ZEE EDUCATION  SCHOOL (ZEE LEARN),Maharashtra,Greater Mumbai[Bombay],"513/A, 5TH FLOOR, KOHINOOR CITY, KIROL ROAD, KURLA(W) MUMBAI",NULL,NULL,NULL,NULL
26559,SCH33769  ,SEVENTH DAY ADVENTIST HR.SEC. SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-2&3, SANPADA STATION ROAD, SECTOR-8, SANPADA, NAVI MUMBAI",NULL,NULL,400705,NULL
26560,SCH33770  ,VISHWAJYOTI HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"KHARGHAR/VASHI, NAVI MUMBAI",NULL,NULL,NULL,NULL
26561,SCH33771  ,SWAMI VIVEKANAND INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],KANDIVALI WEST -MUMBAI,NULL,NULL,NULL,NULL
26562,SCH33772  ,THE SOMAIYA SCHOOL-(CBSE ),Maharashtra,Greater Mumbai[Bombay],"VIDYA NAGAR CAMPUS, VIDYA VIHAR , MUMBAI",NULL,NULL,400077,NULL
26563,SCH33773  ,ST. JOHN`S UNIVERSAL  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SV ROAD, GOREGAON WEST, MUMBAI",NULL,NULL,400104,NULL
26564,SCH33774  ,STERLING SCHOOL,Maharashtra,Greater Mumbai[Bombay],"SHRI D.G WALSE PATIL MARG PLOT NO-43 NERUL ,NAVI MUMBAI",NULL,NULL,400706,NULL
26565,SCH33775  ,UNIVERSAL HIGH SCHOOL (UNIVERSAL EDUCATION- H/O) ,Maharashtra,Greater Mumbai[Bombay],"2nd, FLOOR, ACADEMICS DEPTT.,  FILKA BLDG.,DAFTARY ROAD, NEAR RAILWAY STATION , MALAD EAST,  MUMBAI",ashok.pradhan@universal.edu.in,022-32107374,400097,NULL
26566,SCH33776  ,SANJEEVANI INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-71/72, NEAR SPAGHETTI COMPLEX, SEC-18, KHARGHAR, MUMBAI",NULL,NULL,410210,NULL
26567,SCH33777  ,THAKUR INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"CTS NO-1299, SHIVAJI ROAD, OFF M.G ROAD, KANDIVALI WEST MUMBAI--400067  (MAHARASHTRA )",NULL,022 2802 1333,400067,NULL
26568,SCH33778  ,SWAMI VIVEKANANDA INTERNATIONAL  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"145-171, RSC ROAD, NUMBER 16, NAVARATNA CHS, GORAI-1, BORIVALI WEST MUMBAI",NULL,NULL,400091,NULL
26569,SCH33779  ,V.S OSTWALD SCHOOL,Maharashtra,Greater Mumbai[Bombay],"MEERA ROAD, THANE",NULL,NULL,NULL,NULL
26570,SCH33780  ,THAKUR PUBLIC SCHOOL (ICSE),Maharashtra,Greater Mumbai[Bombay],"KANDIVALI, EAST MUMBAI--400101 (MAHARASHTRA )",NULL, 022 6699 7711,400101,NULL
26571,SCH33781  ,VIBGYOR HIGH  SCHOOL--GOREGAON,Maharashtra,Greater Mumbai[Bombay],"MOTILAL NAGAR-1, SRIRANG SABDE MARG, OFF LINK ROAD, GOREGAON , MUMBAI ",NULL,NULL,400104,NULL
26572,SCH33782  ,VIBGYOR HIGH  SCHOOL--MALAD,Maharashtra,Greater Mumbai[Bombay],"FIRE BRIGADE ROAD, NEAR ASTER SOCIETY ,OPP. OBEROI MALL BMC COLONY, DINDOSHI, MALAD EAST MUMBAI",NULL,NULL,400097,NULL
26573,SCH33783  ,SHARDA GYAN PEETH INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"DATTA MANDIR ROAD, NEAR MILITARY CAMP NEXT TO CENTRAL ORDANCE DEPOT, MALAD EAST MUMBAI  -400097 (MAHARASHTRA )",NULL,2228880936,400097,NULL
26574,SCH33784  ,SUFFAH ENGLISH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-7, 3RD, SANT SAVTA MARG,NEAR BALAJI HOSPITAL , MUSTAFA BAZAR, BYCULLA EAST -MUMBAI MUMBAI",NULL,NULL,400027,NULL
26575,SCH33785  ,VISSANJI ACADEMY,Maharashtra,Greater Mumbai[Bombay],"DR. S. RADHAKRISHNAN MARG, OFF OLD, NAGAR DAS ROAD, ANDHERI MUMBAI",NULL,NULL,400069,NULL
26576,SCH33786  ,SHRI SHRI RAVISHANKAR VIDYA MANDIR  SCHOOL,Maharashtra,Greater Mumbai[Bombay],"TRIMURTI MARG, NAHUR, SARVODAYA NAGAR, MULUND WEST, MUMBAI ",NULL,NULL,400080,NULL
26577,SCH33787  ,VILLA THERESA HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"66, GOPAL RAO DESHMUKH MARG, PEDDAR ROAD, MUMBAI",NULL,NULL,400026,NULL
26578,SCH33788  ,DR YASHAVANT RAO DODE WORLD SCHOOL,Maharashtra,Greater Mumbai[Bombay],"NEAR VEER SAVARKAR ROAD, OPP. SAMBHAJI PARK, VIDYALAYA MARG, NAV BHARAT MULUND  EAST MUMBAI",NULL,NULL,400081,NULL
26579,SCH33789  ,SADHU  VASVANI SCHOOL,Maharashtra,Greater Mumbai[Bombay],NAVI MUMBAI,NULL,NULL,NULL,NULL
26580,SCH33790  ,VPM`S  INTERNATIONAL SCHOOL,Maharashtra,Greater Mumbai[Bombay],"PLOT NO-8, SECTOR-19,  AIROLI, NAVI MUMBAI",NULL,NULL,400708,NULL
26581,SCH33791  ,CANOSA HIGH SCHOOL,Maharashtra,Greater Mumbai[Bombay],"68, WALKESHWAR ROAD, MUMBAI",NULL,NULL,400006,NULL
26582,SCH33792  ,VANITA VISHRAM SCHOOL,Maharashtra,Greater Mumbai[Bombay],"KHETWADI ROAD, NEAR RNH HOSPITAL GRANT ROAD EAST MUMBAI",NULL,NULL,400005,NULL
