Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),State the various advantages of high level language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What do you mean by machine language?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What is a language processor? What are its various types?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What is a program?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What is assembly language?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What is mnemonic?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),What is PHP?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),When and who developed the COBOL language?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,True or False (QPG),A compiler converts the H LL program line by line.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,True or False (QPG),C++ and Java are high level languages.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,True or False (QPG),FORTRAN is an object oriented programming language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,True or False (QPG),High level languages are easy for the programmers to write and test.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,True or False (QPG),The mnemonic of Load operation is L D.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Fill in the blank (QPG),____________________ feature is used to temporarily view the desktop.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Fill in the blank (QPG),A ___________________ is used to store data on computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Fill in the blank (QPG),A file extension is separated by a ___________________ sign.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Fill in the blank (QPG),"To pin a program, right-click it and select the ________________ option.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Matching Question (QPG),"1. An extension of Adobe Acrobat file a • Folder
2. A wild card character used to represent
any number of characters b. . pdf
3. The feature of Windows 7 used to temporarily
view the desktop c. Asterisk(*)
4. A location in the computer's memory used to store
both files and folders d. Peek",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),State the use of Snap feature of Windows 7 operating system.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),What is a file?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),What is a folder?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),What is the use of wild card characters?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),Write the steps to move a file or folder between hard disk drives.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,Short Answer Questions (QPG),Write the steps to search a file or folder.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,True or False (QPG),Snap feature is used to quickly resize an opened window.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,True or False (QPG),The .htm file extension represents Adobe Acrobat files.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,True or False (QPG),"To find a file or folder, the first step is to click the Start button.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 3. File Management Organisation of Data,,,True or False (QPG),"When you use a program and save it, a folder is created.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Fill in the blank (QPG),______________________ is used to change the color of entire table or some cells.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Fill in the blank (QPG),Every cell of the table (usually) contains ___________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Fill in the blank (QPG),"To apply border to a table, we need to use the ___________________ tab.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Fill in the blank (QPG),To insert a table we need to use __________________ tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Fill in the blank (QPG),"When the table is inserted and the cursor is inside the table, ____________ new tabs are added.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Matching Question (QPG),"1. Intersection of a row and a column a. Design and Layout

2. To move a table b. Border Painter
3. To resize a table c. Table Move Handle
4. Two tabs that appears when a table is created d. Cell
5. The command used to apply formatting to specific borders e. Table Resize Handle",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Define the term formatting.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),"Define the terms: Rows, Columns and Cells.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),How do you apply border to the table?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),How do you enter data in a table?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the steps to change the table styles of the table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the steps to create a table in MS-Word.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the steps to move a table from one place to another.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the steps to resize a table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the use of Shading feature. Write the steps to apply this feature to a range of cells.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,Short Answer Questions (QPG),Write the use of Table Styles feature.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,True or False (QPG),A table is resized using the Table Move Handle.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,True or False (QPG),Border Painter' is a part of the 'Design' tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,True or False (QPG),Insert Table' is a part of the 'Layout' tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,True or False (QPG),Shading' command is a part of the 'Design' tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 4. Creating Tables in MS Word,,,True or False (QPG),"To represent data in a tabular form, a table needs to be inserted in the document.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Fill in the blank (QPG),________________ of cells means to combine two or more cells to make it single.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Fill in the blank (QPG),_________________ key is used to move to next cell in a row.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Fill in the blank (QPG),_________________ group of Layout tab contains the Split Cells option.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Fill in the blank (QPG),___________________ is used to select or move the table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Fill in the blank (QPG),Text alignment means ______________ of text in the cells of a table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Matching Question (QPG),"1. Tab a. To move to first cell in a row
2. ALT+Home b. To move to last cell in a row
3. SHIFT+Tab c. To move to next cell in a row
4. ALT+End d. To move to previous cell in a row",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Short Answer Questions (QPG),Define the term alignment of a table. Write the steps to align a table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Short Answer Questions (QPG),How do you delete a row in a ta ble?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Short Answer Questions (QPG),How do you merge and split cells?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Short Answer Questions (QPG),How will you change the height of a row?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,Short Answer Questions (QPG),Write the steps to insert a col u m n in a table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,True or False (QPG),ALT +End keys are used to move to last cell in a row.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,True or False (QPG),An intersection of a row and a column is called a cell.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,True or False (QPG),lt is possible for different cells to have different sizes in a table.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,True or False (QPG),Splitting of a cell means to combine two or more cells to make it single.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 5. Modifying a Table,,,True or False (QPG),"To insert a column, click the Layout tab of Columns & Rows group.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Fill in the blank (QPG),"A ----------------- is used to input voice, music or other sound into the computer.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Fill in the blank (QPG),A ---------------- is bigger than a Printer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Fill in the blank (QPG),DVD can store up to --------------- of Data.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Fill in the blank (QPG),The output of a monitor is called ---------------- output.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,What is the other name of pen drive?,N/A,Flash drive,Smart drive,Active drive,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,What is the term used to refer to a printed paper?,N/A,Printing,Printout,Print handout,Printer,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Where are the pictures saved in a digital camera?,N/A,ROM,Memory chip,CD,DVD,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following can store the largest amount of data than others?,N/A,Pen drive,CD,DVD,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following enables you to create a drawing on the computer by hand?,N/A,MICR,Touchscreen,Graphics Tablet,Keyboard,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following refers to the process of pressing the keys of the keyboard?,N/A,Writing,Typing,Scrolling,Reading,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Who invented the computer mouse?,N/A,Douglas Engelbart,Tim Berners-Lee,Dennis Ritchie,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),What are input devices?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),What is a pen drive?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),What is a plotter?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),Write a short note on smart card reader.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),Write the difference between a monitor and a projector.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,Short Answer Questions (QPG),Write the use of a CD. What are its types?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,True or False (QPG),A monitor is an example of input device.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,True or False (QPG),A mouse usually has two buttons and a scroll wheel.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,True or False (QPG),A pen drive can store less data than a CD.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,True or False (QPG),A plotter is smaller in size than a printer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 1. External Hardware Devices,,,True or False (QPG),CDs and DVDs are output devices.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),"______________ are the raw facts and figures that may consist of text, images, audio, video, etc.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),______________ holds data temporarily.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),_________________ port sends and receives one bit at a time through a single wire pair.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),1 MB is equal to _________________ kilobytes.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),A computer understands only _________________ language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),A modem converts the _____________ signals into _____________ signals and vice versa.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),An ______________ is an electronic power supply circuit that switches power using switching devices.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),Most of the System Cabinet have ________________ USB ports.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),Processing device acts as the ________________ of the computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Fill in the blank (QPG),The __________________ is called the processing device.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,How many bits are there in 1 byte?,N/A,6,7,8,9,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,What type of memory is ROM?,N/A,Volatile memory,Non-volatile memory,None of these,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which hardware device is located at the external part to the computer system?,N/A,SMPS,ROM,Scanner,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following has a large storage space?,N/A,Hard Disk,CD,DVD,ROM,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following is referred to as the mother of all the components attached to the computer system?,N/A,Motherboard,Mobo,Both a or b.,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Multiple Choice Question (QPG) Test Paper,Which of the following performs all arithmetic calculations?,N/A,ALU,MU,CU,GUI,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 7,Computer Science,My Book of Computer Studies,Chapter 2. Internal Hardware Devices,,,Short Answer Questions (QPG),Differentiate between RAM and ROM.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
